Age,Assignment_Score,Attendance_Score,Distance_from_Home,Exam_Score,Extracurricular,Family_Income,Gender,Grade,Internet,Learning_Disabilities,Motivation_Level,Parent_Education,Parental_Involvement,Participation,Peer_Influence,Physical_Activity,Resources,Sleep_Hours,Social_Media,Stress_Level,Study_Hours_per_Week,Teacher_Quality,Total_Score,Tutoring_Sessions
22,53.0,76.0,Near,65.0,No,Low,Male,D,Yes,No,Medium,College,High,No,Neutral,4,High,8,3,High,14,Medium,63.6,1
29,85.0,71.0,Near,64.0,Yes,Medium,Male,C,Yes,No,Low,High School,Medium,No,Neutral,4,Medium,8,5,High,13,High,71.7,2
24,75.0,71.0,Near,63.0,Yes,Low,Male,D,Yes,No,Low,College,Low,No,Negative,2,Low,9,2,Low,22,Medium,68.2,1
19,95.0,94.0,Moderate,69.0,Yes,Low,Male,B,Yes,No,Medium,High School,Low,No,Positive,2,Medium,5,5,Low,18,Low,81.8,3
23,57.0,63.0,Near,64.0,Yes,Low,Female,D,Yes,No,Medium,College,Medium,No,Neutral,5,Low,6,0,Medium,23,High,61.7,1
18,91.0,87.0,Moderate,72.0,Yes,High,Male,B,Yes,No,High,High School,High,No,Positive,3,High,8,8,Low,22,Medium,80.7,0
22,76.0,67.0,Near,63.0,Yes,Medium,Male,D,Yes,No,Medium,High School,Low,No,Neutral,4,Medium,7,1,High,19,Medium,67.7,0
23,68.0,74.0,Near,64.0,Yes,Low,Female,D,Yes,No,Low,High School,Low,No,Positive,3,High,4,0,High,14,Medium,67.2,3
23,82.0,62.0,Moderate,64.0,Yes,High,Male,D,Yes,No,Medium,College,Medium,No,Neutral,4,High,5,1,High,10,Medium,69.0,3
22,90.0,71.0,Far,67.0,Yes,Medium,Male,C,Yes,No,Medium,Postgraduate,Medium,No,Positive,1,Medium,8,2,High,16,Medium,74.7,5
22,72.0,91.0,Near,71.0,No,Medium,Male,C,Yes,No,Low,Postgraduate,Medium,No,Positive,0,Medium,8,2,High,24,High,75.3,2
27,62.0,95.0,Near,70.0,No,Medium,Male,C,Yes,No,High,High School,Medium,No,Positive,4,Medium,5,2,Medium,20,Low,72.6,1
23,96.0,69.0,Far,61.0,Yes,High,Female,C,Yes,No,Low,High School,Medium,Yes,Neutral,4,Low,9,13,High,12,Medium,73.1,0
22,66.0,79.0,Moderate,67.0,Yes,Low,Male,D,Yes,No,Low,College,Medium,No,Negative,4,High,7,1,High,20,Medium,69.1,2
23,100.0,79.0,Near,72.0,No,High,Male,B,Yes,No,Medium,College,High,No,Negative,3,Medium,5,8,High,21,High,81.8,4
24,88.0,95.0,Near,66.0,Yes,Low,Male,C,Yes,No,Low,High School,Low,No,Negative,5,Low,6,5,High,14,Medium,78.4,1
18,84.0,91.0,Near,70.0,Yes,High,Male,C,Yes,No,Medium,High School,Medium,No,Neutral,2,High,5,2,Low,20,Low,78.4,1
18,51.0,81.0,Near,67.0,Yes,Medium,Male,D,No,Yes,High,High School,High,No,Neutral,4,Medium,6,1,Low,19,Medium,65.0,3
23,72.0,87.0,Moderate,67.0,Yes,Medium,Female,C,Yes,No,Medium,High School,High,Yes,Neutral,3,Low,4,13,High,12,High,72.5,2
23,75.0,94.0,Near,71.0,Yes,High,Female,C,Yes,No,High,College,Low,Yes,Neutral,2,Medium,7,13,Medium,21,Medium,76.8,2
24,69.0,60.0,Near,66.0,Yes,Low,Male,D,Yes,No,Medium,College,High,No,Positive,4,Medium,8,1,Low,22,Medium,65.7,1
22,57.0,76.0,Near,68.0,Yes,Medium,Male,D,Yes,No,Medium,High School,Medium,No,Positive,4,Medium,5,30,High,25,Medium,66.3,1
29,68.0,96.0,Near,74.0,Yes,High,Female,C,Yes,No,Medium,College,Medium,Yes,Positive,3,Medium,7,9,Medium,25,Medium,76.6,3
18,54.0,90.0,Near,64.0,Yes,High,Male,D,No,No,Medium,High School,Medium,Yes,Neutral,3,Low,6,1,Low,11,Medium,66.2,1
27,65.0,82.0,Near,65.0,No,Low,Male,D,Yes,No,Medium,College,Medium,No,Positive,3,Medium,8,1,Medium,13,Medium,68.4,1
24,54.0,81.0,Near,66.0,Yes,Low,Male,D,Yes,No,Medium,College,Low,No,Neutral,3,Medium,4,1,Low,22,Medium,65.4,1
22,88.0,74.0,Near,66.0,Yes,Medium,Male,C,Yes,Yes,Low,High School,Medium,No,Negative,3,High,8,29,High,22,High,74.2,0
24,84.0,81.0,Near,68.0,No,Medium,Male,C,Yes,No,Medium,High School,Medium,No,Positive,5,Low,4,18,High,22,Medium,75.4,2
29,97.0,86.0,Near,78.0,Yes,Medium,Female,B,Yes,No,Medium,High School,High,No,Positive,1,Medium,7,0,Medium,42,High,85.3,2
22,69.0,77.0,Moderate,67.0,Yes,Medium,Female,D,Yes,No,Low,High School,Medium,No,Positive,2,High,6,0,High,22,Medium,69.6,1
22,89.0,89.0,Near,74.0,Yes,Medium,Male,B,Yes,No,Medium,High School,Medium,No,Positive,3,High,6,5,High,26,Medium,81.5,3
27,79.0,94.0,Near,74.0,No,Low,Male,C,Yes,No,High,Postgraduate,Medium,No,Positive,2,High,5,16,Medium,25,High,79.5,1
23,82.0,66.0,Near,62.0,No,Medium,Female,D,Yes,Yes,Low,High School,Medium,Yes,Neutral,2,Low,9,0,High,23,Medium,68.8,1
18,77.0,78.0,Far,66.0,Yes,Medium,Male,C,No,No,Medium,High School,High,No,Neutral,4,Medium,5,5,Low,17,Medium,71.7,2
29,89.0,76.0,Far,69.0,Yes,Medium,Female,C,Yes,No,High,High School,Medium,No,Neutral,3,Medium,5,27,Medium,24,High,76.4,3
19,52.0,87.0,Near,68.0,Yes,Low,Male,D,Yes,No,Medium,College,Medium,No,Positive,3,High,10,30,Low,14,High,67.0,2
24,54.0,70.0,Moderate,89.0,No,Medium,Male,C,Yes,Yes,High,High School,Medium,No,Positive,2,Low,7,5,High,18,Medium,74.7,0
21,55.0,86.0,Near,66.0,No,High,Male,D,No,No,Low,College,High,Yes,Neutral,4,Low,5,1,High,16,Medium,66.7,2
29,64.0,95.0,Near,68.0,Yes,Medium,Female,C,No,No,Low,High School,Low,Yes,Neutral,3,Medium,7,27,High,19,High,72.2,2
24,80.0,77.0,Near,69.0,Yes,Medium,Male,C,Yes,No,Low,High School,Medium,No,Positive,3,Low,7,5,High,33,Medium,73.9,0
18,82.0,96.0,Near,67.0,Yes,Low,Male,C,No,No,High,College,Medium,No,Positive,4,Medium,4,2,Low,8,Medium,77.3,0
22,86.0,100.0,Near,75.0,Yes,Medium,Male,B,Yes,No,Low,High School,High,No,Positive,5,High,6,5,High,23,Medium,83.3,2
23,64.0,64.0,Moderate,60.0,No,Medium,Female,D,Yes,Yes,High,High School,Medium,No,Positive,4,High,7,0,High,9,Medium,62.0,0
29,83.0,69.0,Moderate,66.0,Yes,Medium,Female,C,Yes,Yes,Medium,College,High,No,Positive,4,Medium,9,27,Medium,16,High,71.7,2
23,56.0,98.0,Near,73.0,Yes,High,Female,C,Yes,No,Low,College,Low,Yes,Positive,3,High,7,13,High,26,Medium,72.9,1
23,50.0,98.0,Near,68.0,No,Medium,Female,D,Yes,No,Low,High School,Medium,No,Neutral,2,Low,7,0,High,19,High,68.6,1
22,85.0,64.0,Near,62.0,Yes,Medium,Male,D,Yes,No,Medium,High School,Medium,No,Neutral,3,Medium,6,1,High,13,Medium,69.3,0
22,86.0,61.0,Near,62.0,No,Low,Male,D,Yes,No,Low,High School,Medium,No,Positive,2,Medium,9,1,High,15,High,69.0,2
24,81.0,66.0,Far,65.0,Yes,Medium,Male,C,Yes,No,High,High School,High,No,Neutral,4,Low,8,5,High,23,Medium,70.0,1
24,63.0,100.0,Moderate,69.0,Yes,Low,Male,C,Yes,No,High,High School,High,No,Negative,3,Low,8,5,Low,15,Medium,73.4,2
29,96.0,67.0,Far,64.0,No,Low,Female,C,Yes,No,Low,High School,Medium,No,Neutral,2,Medium,7,6,Medium,20,Medium,74.2,3
23,94.0,80.0,Moderate,67.0,No,Low,Female,C,Yes,Yes,Medium,Postgraduate,Medium,No,Positive,4,High,5,13,Medium,19,Low,77.7,0
20,76.0,94.0,Near,70.0,Yes,Low,Male,C,Yes,No,Medium,High School,High,No,Neutral,2,High,9,1,Low,15,High,76.6,0
25,99.0,61.0,Near,70.0,No,Medium,Female,C,Yes,No,High,College,Medium,No,Neutral,3,Medium,7,4,Medium,32,High,76.9,2
29,65.0,84.0,Near,69.0,No,Medium,Female,C,Yes,No,Low,High School,High,Yes,Positive,3,Low,7,27,High,23,High,70.8,3
24,75.0,71.0,Near,61.0,No,Medium,Male,D,Yes,No,Medium,High School,High,No,Positive,3,Low,8,0,High,7,High,67.2,0
19,96.0,94.0,Moderate,69.0,No,Medium,Male,B,Yes,Yes,Low,Postgraduate,Medium,No,Neutral,2,Medium,7,8,High,20,Medium,82.1,0
22,73.0,71.0,Near,63.0,Yes,Medium,Male,D,Yes,Yes,Medium,High School,High,No,Neutral,0,Medium,5,30,High,15,Medium,67.6,1
24,74.0,87.0,Near,67.0,Yes,Medium,Male,C,Yes,Yes,Low,High School,Medium,No,Neutral,4,Low,7,5,High,24,High,73.1,0
22,54.0,87.0,Moderate,65.0,No,Medium,Male,D,Yes,No,Medium,High School,Low,No,Neutral,6,Medium,4,1,High,14,Medium,66.1,1
24,61.0,69.0,Moderate,66.0,Yes,High,Male,D,Yes,No,High,High School,Medium,No,Neutral,4,Medium,7,1,Low,18,High,65.1,3
22,58.0,61.0,Near,63.0,No,Medium,Male,D,Yes,No,Medium,High School,Low,No,Neutral,2,Medium,9,1,High,22,Medium,61.1,4
22,78.0,76.0,Moderate,68.0,Yes,Medium,Female,C,Yes,No,Medium,High School,Medium,Yes,Negative,3,High,4,0,High,24,Medium,72.6,2
22,66.0,72.0,Near,65.0,No,Low,Male,D,Yes,No,Medium,Postgraduate,High,No,Neutral,4,High,7,2,High,12,High,66.7,0
22,54.0,92.0,Near,67.0,Yes,Medium,Male,D,Yes,No,Medium,High School,Low,No,Positive,3,Medium,8,1,High,17,Medium,68.1,1
24,75.0,92.0,Near,68.0,Yes,Medium,Female,C,Yes,No,Medium,Postgraduate,Low,No,Neutral,3,Low,8,13,High,16,High,74.9,2
22,83.0,78.0,Near,64.0,No,Low,Male,C,Yes,Yes,Medium,College,Medium,No,Neutral,3,High,6,2,High,15,Low,72.5,0
22,87.0,84.0,Moderate,71.0,No,Medium,Male,C,Yes,No,High,College,Medium,No,Positive,3,Medium,5,2,High,30,Medium,78.4,0
29,92.0,84.0,Near,69.0,Yes,Medium,Female,C,Yes,No,Low,High School,Medium,No,Neutral,5,Medium,6,27,High,21,Medium,78.9,0
27,74.0,93.0,Moderate,67.0,Yes,Medium,Male,C,Yes,No,Low,Postgraduate,Medium,No,Neutral,3,Medium,9,16,High,11,Medium,74.3,1
29,70.0,77.0,Moderate,65.0,No,High,Female,D,Yes,Yes,Low,College,Low,Yes,Neutral,3,Medium,4,0,Medium,25,Low,68.9,2
22,84.0,71.0,Near,68.0,No,Medium,Male,C,Yes,No,Medium,High School,Low,No,Positive,2,Medium,5,18,High,32,Medium,73.4,1
18,51.0,71.0,Moderate,67.0,Yes,High,Male,D,No,No,Low,Postgraduate,High,Yes,Positive,3,Medium,6,16,Low,25,Medium,63.0,1
22,82.0,81.0,Near,67.0,Yes,Medium,Male,C,Yes,No,High,High School,Medium,No,Neutral,4,Medium,6,5,High,10,High,74.3,3
18,70.0,78.0,Near,66.0,Yes,Low,Male,D,No,No,Medium,High School,Medium,No,Positive,3,High,7,1,Low,16,High,69.6,2
25,73.0,78.0,Moderate,70.0,No,Medium,Female,C,Yes,No,High,College,High,Yes,Neutral,4,Medium,9,4,Medium,27,Medium,72.5,2
23,65.0,64.0,Moderate,65.0,Yes,Medium,Female,D,Yes,No,Medium,Postgraduate,High,No,Positive,4,Low,5,19,High,15,High,64.8,3
24,56.0,89.0,Near,69.0,Yes,Medium,Female,D,Yes,No,Low,Postgraduate,Low,No,Positive,4,Low,7,19,High,22,Low,69.1,4
29,70.0,69.0,Far,65.0,Yes,High,Female,D,No,No,Low,High School,Medium,Yes,Positive,4,Medium,7,0,Low,24,High,67.3,1
23,65.0,68.0,Near,63.0,No,High,Male,D,Yes,Yes,Medium,College,High,No,Neutral,3,Medium,6,1,High,13,Medium,64.6,1
25,98.0,77.0,Far,67.0,No,Low,Female,C,Yes,No,Low,Postgraduate,Medium,No,Neutral,2,Medium,5,24,Medium,19,High,78.3,2
29,97.0,69.0,Near,61.0,Yes,Low,Female,C,Yes,No,Medium,High School,High,No,Positive,3,Medium,6,13,Medium,0,Medium,73.4,1
23,82.0,83.0,Near,65.0,Yes,Medium,Female,C,Yes,No,Medium,High School,Medium,No,Positive,2,Low,6,6,High,13,Medium,73.7,0
23,95.0,75.0,Near,66.0,Yes,Low,Female,C,Yes,No,Medium,College,Low,No,Neutral,2,High,8,13,Low,17,Low,76.5,1
19,88.0,78.0,Near,66.0,Yes,High,Male,C,Yes,No,High,College,Medium,No,Neutral,3,High,8,2,Low,12,Low,75.0,0
23,67.0,81.0,Near,69.0,Yes,High,Male,C,Yes,No,Medium,High School,Medium,No,Negative,1,Low,5,5,High,29,High,70.8,1
29,80.0,68.0,Moderate,63.0,No,Medium,Female,D,Yes,No,Medium,College,Medium,No,Positive,3,Medium,6,0,Medium,10,Medium,69.1,2
23,61.0,66.0,Near,65.0,No,High,Male,D,Yes,No,Medium,Postgraduate,Low,No,Positive,6,High,6,2,High,16,Medium,64.0,1
23,84.0,95.0,Near,67.0,No,High,Male,C,Yes,Yes,Low,High School,Low,No,Neutral,4,Low,10,5,High,20,Medium,77.7,0
23,52.0,77.0,Near,69.0,Yes,High,Female,D,Yes,Yes,Medium,High School,High,Yes,Negative,3,High,7,0,High,28,Medium,65.5,2
22,92.0,76.0,Near,65.0,Yes,Medium,Male,C,Yes,No,Medium,Postgraduate,Low,No,Negative,2,Medium,5,2,High,10,Low,75.3,4
27,79.0,61.0,Moderate,65.0,No,Low,Male,D,Yes,No,Medium,High School,Medium,No,Positive,3,Medium,6,1,Medium,26,Medium,68.4,1
24,53.0,80.0,Moderate,65.0,Yes,Low,Male,D,Yes,No,Medium,College,High,No,Neutral,2,Low,6,1,Low,19,Medium,64.4,0
23,94.0,82.0,Far,67.0,Yes,Low,Female,C,Yes,No,Low,College,Medium,No,Negative,5,High,8,13,High,13,High,78.1,2
22,94.0,82.0,Far,66.0,Yes,Medium,Male,C,Yes,Yes,Medium,High School,Low,No,Negative,2,Medium,8,5,High,22,Medium,77.6,1
23,93.0,88.0,Near,72.0,No,Low,Female,B,Yes,No,Medium,High School,Medium,No,Positive,3,High,7,0,Medium,20,Medium,81.5,4
22,89.0,67.0,Near,66.0,No,Low,Male,C,Yes,No,High,College,Medium,No,Positive,3,High,7,15,High,15,Medium,73.1,3
18,84.0,70.0,Far,65.0,Yes,Medium,Male,C,No,No,Low,College,Medium,No,Neutral,4,Medium,7,5,Low,19,High,71.7,2
19,70.0,92.0,Moderate,69.0,Yes,Low,Male,C,Yes,No,Medium,High School,High,No,Neutral,3,Medium,7,5,Low,17,Medium,73.9,1
23,57.0,98.0,Near,68.0,No,High,Female,C,Yes,No,Medium,High School,Medium,Yes,Neutral,2,Low,4,27,Medium,20,Low,70.7,2
23,64.0,65.0,Near,64.0,No,High,Male,D,Yes,No,Low,Postgraduate,Medium,No,Neutral,1,Low,7,2,High,23,Medium,64.2,1
23,67.0,80.0,Moderate,69.0,No,Medium,Female,C,Yes,No,Medium,College,Low,No,Negative,4,High,6,27,High,29,Medium,70.6,3
23,68.0,69.0,Moderate,59.0,Yes,High,Female,D,Yes,Yes,Low,High School,Medium,Yes,Positive,1,Low,5,0,High,12,Medium,63.7,0
29,78.0,62.0,Moderate,68.0,Yes,Medium,Female,D,Yes,No,Medium,High School,High,No,Positive,3,Medium,10,0,Medium,32,Medium,69.8,0
29,60.0,73.0,Near,60.0,No,High,Female,D,No,No,Medium,High School,Medium,Yes,Neutral,3,Medium,7,0,Medium,7,Medium,62.6,0
23,59.0,66.0,Far,62.0,No,High,Male,D,Yes,No,Medium,High School,Medium,No,Negative,3,High,7,1,High,18,Medium,61.9,1
22,86.0,88.0,Near,67.0,Yes,Low,Male,C,Yes,No,Low,College,Low,No,Negative,3,Medium,6,2,High,23,Low,76.9,0
23,50.0,81.0,Far,68.0,Yes,Medium,Female,D,Yes,No,High,High School,Low,No,Positive,5,High,8,0,High,21,Medium,65.2,4
23,57.0,66.0,Moderate,64.0,Yes,Medium,Female,D,Yes,No,High,High School,Medium,No,Positive,3,High,5,0,High,15,Medium,62.3,3
20,72.0,60.0,Moderate,65.0,Yes,Low,Female,D,Yes,No,High,High School,Medium,No,Positive,3,High,7,0,Low,18,High,66.1,3
23,57.0,92.0,Moderate,65.0,Yes,Medium,Female,D,Yes,Yes,Medium,High School,Low,No,Positive,2,Low,6,0,High,16,Medium,68.0,2
29,98.0,67.0,Near,63.0,No,Low,Female,C,Yes,No,Medium,High School,High,No,Neutral,3,Medium,8,6,Medium,15,Low,74.3,0
24,84.0,84.0,Near,70.0,Yes,Medium,Male,C,Yes,No,Low,High School,Medium,No,Positive,3,Low,6,12,High,24,High,77.0,2
23,72.0,73.0,Near,66.0,Yes,Medium,Female,D,Yes,No,Low,High School,Low,No,Positive,3,Medium,9,0,High,21,Medium,69.2,3
23,56.0,83.0,Near,68.0,Yes,High,Female,D,Yes,No,Low,High School,Medium,Yes,Positive,3,High,7,0,High,15,Medium,67.4,4
23,69.0,73.0,Near,66.0,No,Medium,Female,D,Yes,No,Medium,High School,Low,No,Positive,3,Low,8,0,High,24,Medium,68.3,3
24,83.0,63.0,Near,63.0,No,Medium,Male,D,Yes,No,Medium,College,Low,No,Negative,1,Low,8,1,High,21,Medium,69.0,3
29,98.0,69.0,Moderate,66.0,Yes,Low,Female,C,Yes,Yes,Medium,College,High,No,Negative,3,Medium,9,20,Medium,24,Medium,76.2,1
29,74.0,68.0,Near,65.0,Yes,Medium,Female,D,Yes,No,Medium,High School,Medium,Yes,Neutral,3,Medium,6,0,Medium,23,Medium,68.3,1
24,85.0,77.0,Moderate,66.0,Yes,Low,Male,C,Yes,No,High,Postgraduate,Medium,No,Positive,2,Medium,8,14,Low,14,Medium,73.9,1
23,60.0,86.0,Moderate,67.0,Yes,High,Female,D,Yes,Yes,High,College,High,Yes,Positive,3,Low,4,0,Medium,16,Low,68.7,2
19,81.0,71.0,Near,66.0,Yes,Low,Male,C,Yes,No,Medium,High School,Medium,No,Positive,3,Medium,7,5,Low,23,Medium,71.5,0
29,62.0,60.0,Near,63.0,No,Low,Female,D,Yes,No,High,High School,Low,No,Negative,3,Medium,6,0,Medium,23,High,62.1,4
22,60.0,81.0,Near,66.0,Yes,Medium,Male,D,Yes,Yes,Low,High School,Medium,No,Positive,4,Medium,5,1,High,19,Medium,67.2,3
21,75.0,84.0,Moderate,67.0,No,High,Male,C,No,No,Low,College,Medium,Yes,Positive,3,Medium,6,2,High,20,Medium,72.8,1
18,61.0,99.0,Near,71.0,Yes,Low,Male,C,No,No,Medium,High School,Medium,No,Positive,3,Medium,6,17,Low,27,Medium,73.6,1
20,86.0,84.0,Near,67.0,Yes,Low,Female,C,Yes,No,Medium,High School,Medium,No,Neutral,2,High,7,27,Low,15,Medium,76.1,1
19,97.0,79.0,Moderate,69.0,Yes,High,Male,C,Yes,No,Medium,High School,Medium,No,Neutral,4,High,6,5,Low,22,Low,79.4,1
25,70.0,83.0,Near,67.0,Yes,Low,Female,C,Yes,Yes,Medium,Postgraduate,Medium,No,Negative,4,Medium,7,13,Medium,18,Medium,71.1,2
29,66.0,97.0,Moderate,72.0,Yes,Medium,Female,C,Yes,No,High,College,High,No,Positive,2,Medium,6,6,Medium,18,Medium,75.2,2
29,59.0,93.0,Near,70.0,No,Low,Female,C,Yes,No,High,High School,High,No,Negative,4,Low,6,27,Medium,26,Medium,71.3,2
22,70.0,73.0,Moderate,67.0,Yes,Low,Male,D,Yes,No,Low,Postgraduate,Medium,No,Neutral,4,High,7,26,High,24,Medium,69.1,0
20,78.0,69.0,Far,64.0,Yes,Low,Female,D,Yes,No,Medium,High School,Low,No,Negative,3,High,7,0,Low,24,High,69.2,0
25,69.0,71.0,Moderate,67.0,No,Medium,Female,D,Yes,No,High,College,Medium,No,Neutral,1,Medium,8,0,Medium,27,High,68.4,1
19,81.0,80.0,Near,69.0,No,Medium,Male,C,Yes,No,Medium,Postgraduate,Low,No,Negative,4,High,8,2,High,19,Medium,74.8,3
24,83.0,90.0,Moderate,68.0,No,Low,Male,C,Yes,No,Medium,College,Low,No,Positive,3,Low,7,18,High,23,Medium,76.9,0
22,55.0,80.0,Moderate,63.0,No,Low,Male,D,Yes,No,Low,High School,Medium,No,Neutral,3,Medium,8,1,High,17,Low,64.0,2
23,85.0,63.0,Near,68.0,Yes,High,Female,C,Yes,No,Medium,College,Medium,No,Negative,3,High,7,27,High,21,High,72.1,4
22,95.0,89.0,Near,70.0,Yes,Medium,Male,B,Yes,No,Medium,High School,High,No,Positive,3,Medium,7,1,High,18,Medium,81.3,0
24,51.0,92.0,Moderate,66.0,Yes,Medium,Male,D,Yes,No,Low,College,Medium,No,Neutral,2,Low,8,1,High,20,Medium,66.7,0
23,78.0,72.0,Near,68.0,No,Low,Female,C,Yes,No,High,High School,High,No,Negative,6,High,6,27,Medium,23,High,71.8,0
24,80.0,87.0,Near,67.0,Yes,Low,Male,C,Yes,No,High,College,High,No,Positive,3,Low,4,2,Low,14,Medium,74.9,0
19,85.0,77.0,Far,69.0,Yes,Low,Female,C,Yes,No,Medium,High School,Low,No,Neutral,5,High,5,27,Low,32,Medium,75.4,0
25,69.0,96.0,Near,66.0,Yes,Medium,Female,C,Yes,Yes,High,College,Medium,Yes,Negative,3,Low,9,13,Medium,13,Medium,72.9,0
22,91.0,94.0,Near,68.0,Yes,Low,Male,B,Yes,No,Low,High School,Medium,No,Neutral,3,Medium,7,30,High,12,Medium,80.1,3
28,77.0,81.0,Moderate,69.0,Yes,Medium,Female,C,Yes,Yes,Medium,Postgraduate,Medium,No,Neutral,2,Medium,7,13,Medium,26,Low,73.8,2
22,70.0,88.0,Moderate,70.0,Yes,Medium,Male,C,Yes,No,Low,Postgraduate,Medium,No,Positive,3,Medium,7,14,High,24,Medium,73.6,1
22,86.0,95.0,Near,74.0,Yes,Medium,Male,B,Yes,No,High,College,Medium,No,Neutral,3,High,8,8,High,23,High,81.8,1
20,96.0,80.0,Moderate,70.0,Yes,Low,Female,C,Yes,No,High,College,Medium,No,Positive,0,High,7,4,Low,23,High,79.8,0
22,91.0,73.0,Moderate,66.0,Yes,Medium,Male,C,Yes,No,Low,Postgraduate,Medium,No,Neutral,2,Medium,7,2,High,19,High,74.9,1
29,97.0,90.0,Near,69.0,Yes,Low,Female,B,Yes,No,Medium,College,High,No,Negative,3,Medium,8,0,Medium,14,High,81.6,1
22,63.0,69.0,Near,64.0,No,Low,Male,D,Yes,No,Low,Postgraduate,Medium,No,Negative,3,High,6,2,High,19,Medium,64.7,0
18,56.0,76.0,Near,62.0,Yes,Low,Male,D,No,No,Medium,High School,Low,No,Positive,1,High,8,3,Low,15,Medium,63.0,1
29,77.0,95.0,Moderate,70.0,No,Medium,Female,C,Yes,No,Medium,High School,Low,No,Neutral,3,High,7,16,Medium,25,Medium,77.1,0
22,52.0,89.0,Moderate,68.0,Yes,Medium,Male,D,Yes,No,Medium,High School,High,No,Negative,4,Medium,7,30,High,18,Medium,67.4,2
20,84.0,76.0,Near,65.0,Yes,Medium,Female,C,Yes,No,Low,College,Medium,Yes,Neutral,3,Medium,6,4,High,14,High,72.9,0
22,62.0,69.0,Moderate,65.0,No,Medium,Male,D,Yes,No,Low,High School,High,No,Positive,3,High,7,1,High,17,Medium,64.9,3
23,73.0,74.0,Moderate,71.0,Yes,High,Female,C,Yes,No,Low,Postgraduate,High,Yes,Positive,4,High,6,9,High,21,High,72.2,3
22,83.0,71.0,Near,66.0,Yes,Medium,Male,C,Yes,No,Low,High School,High,No,Neutral,5,Medium,9,5,High,16,Medium,72.1,2
29,74.0,67.0,Moderate,61.0,No,Low,Male,D,Yes,No,Medium,College,Medium,No,Negative,3,Medium,4,5,Medium,14,Medium,66.1,0
22,62.0,90.0,Near,67.0,Yes,Medium,Male,C,Yes,Yes,Low,High School,Low,No,Negative,5,Medium,8,5,High,20,High,70.1,2
19,94.0,70.0,Far,65.0,Yes,Low,Male,C,Yes,No,Medium,College,Low,No,Neutral,2,High,4,2,Low,20,High,74.7,0
23,88.0,78.0,Near,65.0,No,Low,Female,C,Yes,No,Medium,High School,Medium,No,Negative,3,High,8,27,Medium,16,Medium,74.5,0
18,80.0,75.0,Moderate,65.0,Yes,Low,Male,C,No,No,Medium,High School,Medium,No,Positive,5,High,6,5,Low,16,Medium,71.5,1
22,85.0,99.0,Moderate,73.0,No,Medium,Male,B,Yes,No,High,High School,Medium,No,Positive,4,Medium,8,5,High,20,Medium,81.8,4
18,71.0,76.0,Near,62.0,Yes,Medium,Male,D,No,No,Medium,College,Medium,No,Neutral,2,Medium,7,3,Low,10,Low,67.5,1
23,69.0,63.0,Moderate,60.0,Yes,Medium,Female,D,Yes,No,Low,College,Medium,No,Negative,2,High,5,0,High,11,High,63.3,0
23,58.0,64.0,Moderate,61.0,Yes,Medium,Female,D,Yes,No,Low,College,Low,No,Positive,3,Medium,9,0,High,15,Medium,60.7,1
24,90.0,84.0,Far,67.0,Yes,Low,Male,C,Yes,No,High,Postgraduate,Low,No,Neutral,3,Medium,8,2,Low,18,Medium,77.3,2
21,69.0,84.0,Near,70.0,No,Medium,Male,C,No,No,Medium,College,High,Yes,Neutral,4,Medium,8,2,High,21,High,72.5,3
19,85.0,77.0,Near,69.0,No,Medium,Male,C,Yes,No,Medium,College,Low,No,Positive,1,High,6,5,High,28,Medium,75.4,1
18,65.0,77.0,Far,66.0,Yes,Medium,Female,D,No,No,High,College,Medium,Yes,Positive,5,Low,8,0,Low,24,Medium,67.9,0
19,90.0,62.0,Moderate,64.0,No,Low,Male,C,Yes,No,Low,College,Medium,No,Positive,3,Medium,5,5,High,18,High,71.4,2
23,55.0,81.0,Moderate,68.0,Yes,High,Male,D,Yes,No,Medium,Postgraduate,High,No,Positive,2,Medium,4,30,High,19,Medium,66.7,1
25,81.0,80.0,Far,67.0,Yes,Low,Female,C,Yes,No,Medium,Postgraduate,High,No,Positive,4,Medium,5,6,Medium,13,Medium,73.8,1
29,90.0,66.0,Near,64.0,No,Medium,Female,C,Yes,No,High,College,Medium,No,Neutral,1,Medium,6,27,Medium,19,Medium,72.2,0
24,83.0,64.0,Near,65.0,Yes,Low,Male,C,Yes,No,High,College,Medium,No,Positive,2,Medium,6,2,Low,17,Medium,70.2,2
23,85.0,65.0,Near,66.0,Yes,High,Female,C,Yes,Yes,Medium,Postgraduate,Low,No,Positive,3,High,6,20,High,21,Medium,71.5,2
29,76.0,64.0,Far,63.0,Yes,Medium,Female,D,Yes,Yes,High,High School,Medium,No,Positive,4,Medium,6,11,Medium,14,Medium,67.1,2
29,78.0,84.0,Moderate,68.0,Yes,Low,Female,C,Yes,No,Low,High School,High,No,Negative,2,Medium,6,6,Medium,22,Low,74.2,2
22,53.0,68.0,Far,66.0,Yes,Medium,Male,D,Yes,No,Medium,High School,Medium,No,Negative,4,High,4,1,High,28,Medium,62.5,1
21,63.0,70.0,Near,63.0,No,Low,Male,D,No,No,Low,High School,Medium,No,Neutral,5,Medium,7,1,High,18,Low,64.4,3
29,86.0,67.0,Moderate,63.0,No,Low,Female,C,Yes,No,Low,High School,Low,No,Positive,3,Medium,7,27,Medium,21,Medium,70.7,1
22,97.0,98.0,Far,74.0,Yes,Medium,Male,B,Yes,No,Medium,College,High,No,Positive,4,Medium,6,8,High,23,Medium,85.7,1
